category,product_tier,price_band,customer_tier,market_region,optional_services,quantity,price,order_value,selected_products_count,delivery_lead_time_days,is_expedited_delivery,optional_services_count,optional_services_fee,requested_discount_percent,customer_avg_previous_discount,product_avg_previous_discount,customer_previous_transactions,tier_discount,tier_max_discount,recommended_discount_percent
HARDWARE,ENTERPRISE,PREMIUM,SILVER,DOMESTIC,PREMIUM_SLA,100,232.51,23251.0,3,1,1,2,206.39,6.36,8.03,11.5,9,8.0,18.0,9.63
ELECTRONICS,STANDARD,PREMIUM,STANDARD,INTERNATIONAL,PREMIUM_SLA,1,407.99,407.99,3,27,0,2,334.19,8.43,4.74,7.46,5,5.0,12.0,3.29
INDUSTRIAL,PREMIUM,PREMIUM,STANDARD,DOMESTIC,INSTALLATION,1,240.9,240.9,3,4,0,1,95.62,4.09,3.37,9.49,3,5.0,12.0,5.0
OFFICE_SUPPLIES,ECONOMY,PREMIUM,PLATINUM,INTERNATIONAL,EXTENDED_WARRANTY,1,409.73,409.73,1,18,0,1,116.91,9.99,17.41,9.14,7,16.0,30.0,12.57
INDUSTRIAL,PREMIUM,PREMIUM,STANDARD,DOMESTIC,NONE,1,460.68,460.68,1,9,0,0,0.0,1.4,2.0,5.6,10,5.0,12.0,1.33
SOFTWARE,PREMIUM,PREMIUM,STANDARD,DOMESTIC,INSTALLATION,10,363.95,3639.5,1,12,0,1,192.69,7.36,4.8,9.65,8,5.0,12.0,9.98
OFFICE_SUPPLIES,STANDARD,PREMIUM,SILVER,DOMESTIC,PREMIUM_SLA,1,204.45,204.45,1,3,1,2,267.11,5.93,5.35,6.35,8,8.0,18.0,8.37
OFFICE_SUPPLIES,PREMIUM,PREMIUM,SILVER,INTERNATIONAL,INSTALLATION,10,163.22,1632.2,1,21,0,1,74.58,9.63,8.24,8.76,5,8.0,18.0,11.92
SERVICES,STANDARD,HIGH,SILVER,INTERNATIONAL,PREMIUM_SLA,10,116.43,1164.3,4,1,1,2,444.77,7.53,10.88,9.17,10,8.0,18.0,9.14
ELECTRONICS,STANDARD,HIGH,STANDARD,DOMESTIC,PREMIUM_SLA,20,99.67,1993.4,1,1,1,2,480.69,2.43,2.0,9.16,10,5.0,12.0,1.37
INDUSTRIAL,STANDARD,PREMIUM,PLATINUM,DOMESTIC,PREMIUM_SLA,10,285.4,2854.0,1,25,0,2,223.73,18.82,13.41,7.7,13,16.0,30.0,15.55
INDUSTRIAL,ENTERPRISE,HIGH,STANDARD,EUROPE,WHITE_GLOVE,2,113.51,227.02,5,20,0,2,374.18,5.25,6.27,7.78,8,5.0,12.0,11.86
ELECTRONICS,ENTERPRISE,PREMIUM,STANDARD,EUROPE,EXTENDED_WARRANTY,1,381.71,381.71,3,24,0,1,147.8,2.54,5.38,9.03,10,5.0,12.0,1.21
INDUSTRIAL,STANDARD,HIGH,SILVER,EUROPE,EXTENDED_WARRANTY,20,74.8,1496.0,5,11,0,1,230.27,7.76,6.55,9.3,13,8.0,18.0,11.82
ELECTRONICS,STANDARD,PREMIUM,GOLD,EUROPE,NONE,10,483.21,4832.1,1,28,0,0,0.0,10.5,9.66,10.36,8,12.0,24.0,7.18
SERVICES,ENTERPRISE,PREMIUM,STANDARD,DOMESTIC,PREMIUM_SLA,50,425.53,21276.5,3,18,0,2,433.66,3.12,5.31,8.44,12,5.0,12.0,10.4
FURNITURE,ENTERPRISE,PREMIUM,STANDARD,INTERNATIONAL,PREMIUM_SLA,1,294.92,294.92,4,5,0,2,101.97,3.71,7.11,13.25,7,5.0,12.0,3.94
OFFICE_SUPPLIES,STANDARD,PREMIUM,STANDARD,DOMESTIC,NONE,20,268.9,5378.0,5,25,0,0,0.0,2.78,6.71,12.0,7,5.0,12.0,4.03
SERVICES,STANDARD,PREMIUM,GOLD,DOMESTIC,EXTENDED_WARRANTY,20,230.05,4601.0,2,20,0,1,162.25,8.85,12.61,5.94,10,12.0,24.0,16.15
HARDWARE,PREMIUM,PREMIUM,STANDARD,DOMESTIC,NONE,1,436.39,436.39,2,8,0,0,0.0,9.94,3.76,6.72,4,5.0,12.0,2.67
SOFTWARE,PREMIUM,HIGH,STANDARD,DOMESTIC,TRAINING_AND_SUPPORT,5,112.11,560.55,1,5,0,1,239.62,4.27,6.96,11.61,10,5.0,12.0,8.64
FURNITURE,STANDARD,MEDIUM,PLATINUM,INTERNATIONAL,NONE,1,49.44,49.44,2,1,1,0,0.0,18.35,18.77,10.69,5,16.0,30.0,6.8
HARDWARE,STANDARD,HIGH,GOLD,EUROPE,INSTALLATION,20,84.78,1695.6,1,19,0,1,236.3,13.99,10.73,8.84,5,12.0,24.0,10.29
OFFICE_SUPPLIES,STANDARD,PREMIUM,STANDARD,DOMESTIC,NONE,1000,230.56,230560.0,1,5,0,0,0.0,5.1,4.5,12.27,11,5.0,12.0,7.38
INDUSTRIAL,PREMIUM,PREMIUM,GOLD,EUROPE,INSTALLATION,20,343.73,6874.6,1,5,0,1,56.74,6.84,11.25,9.66,7,12.0,24.0,7.69
ELECTRONICS,STANDARD,PREMIUM,SILVER,DOMESTIC,PREMIUM_SLA,20,247.65,4953.0,5,14,0,2,387.09,3.26,9.01,7.85,7,8.0,18.0,8.04
OFFICE_SUPPLIES,STANDARD,PREMIUM,STANDARD,DOMESTIC,NONE,1,352.93,352.93,2,29,0,0,0.0,5.57,3.67,6.46,10,5.0,12.0,4.74
SERVICES,ECONOMY,PREMIUM,SILVER,DOMESTIC,NONE,1,257.94,257.94,1,24,0,0,0.0,7.78,9.98,5.84,5,8.0,18.0,7.76
SOFTWARE,PREMIUM,PREMIUM,GOLD,DOMESTIC,NONE,250,260.36,65090.0,2,1,1,0,0.0,9.95,15.16,10.02,8,12.0,24.0,11.24
SERVICES,PREMIUM,PREMIUM,STANDARD,INTERNATIONAL,EXTENDED_WARRANTY,100,354.85,35485.0,2,21,0,1,180.28,1.87,5.56,9.24,8,5.0,12.0,9.18
FURNITURE,PREMIUM,PREMIUM,SILVER,DOMESTIC,PREMIUM_SLA,100,418.74,41874.0,2,6,0,2,102.24,3.87,6.22,8.68,5,8.0,18.0,6.78
FURNITURE,STANDARD,MEDIUM,STANDARD,DOMESTIC,NONE,2,45.9,91.8,1,3,1,0,0.0,8.22,8.84,6.86,13,5.0,12.0,1.0
SOFTWARE,ENTERPRISE,PREMIUM,GOLD,DOMESTIC,NONE,5,411.62,2058.1,4,30,0,0,0.0,11.36,11.27,5.98,8,12.0,24.0,13.62
HARDWARE,PREMIUM,PREMIUM,GOLD,DOMESTIC,TRAINING_AND_SUPPORT,1,303.88,303.88,1,25,0,1,78.43,17.29,13.94,6.38,8,12.0,24.0,9.91
HARDWARE,STANDARD,PREMIUM,SILVER,INTERNATIONAL,NONE,1,379.04,379.04,2,14,0,0,0.0,3.2,8.96,8.05,10,8.0,18.0,4.69
FURNITURE,PREMIUM,PREMIUM,PLATINUM,INTERNATIONAL,NONE,20,441.68,8833.6,1,14,0,0,0.0,17.97,15.34,9.21,5,16.0,30.0,11.91
FURNITURE,ECONOMY,PREMIUM,STANDARD,DOMESTIC,NONE,100,297.43,29743.0,1,13,0,0,0.0,5.95,5.32,5.79,7,5.0,12.0,9.09
INDUSTRIAL,ECONOMY,PREMIUM,STANDARD,DOMESTIC,INSTALLATION,250,413.49,103372.5,2,22,0,1,68.64,8.84,8.4,6.06,7,5.0,12.0,12.0
ELECTRONICS,STANDARD,PREMIUM,PLATINUM,EUROPE,NONE,10,328.67,3286.7,1,8,0,0,0.0,16.71,15.99,6.41,9,16.0,30.0,9.1
INDUSTRIAL,ECONOMY,PREMIUM,SILVER,DOMESTIC,EXTENDED_WARRANTY,1,276.16,276.16,1,29,0,1,124.63,10.35,6.32,8.38,11,8.0,18.0,8.72
INDUSTRIAL,PREMIUM,PREMIUM,SILVER,EUROPE,NONE,2,363.61,727.22,1,1,1,0,0.0,5.38,9.16,5.36,4,8.0,18.0,1.0
HARDWARE,ECONOMY,PREMIUM,STANDARD,DOMESTIC,INSTALLATION,1,429.76,429.76,3,6,0,1,194.93,8.1,4.81,6.73,20,5.0,12.0,1.0
SOFTWARE,STANDARD,PREMIUM,SILVER,EUROPE,NONE,100,486.54,48654.0,3,13,0,0,0.0,14.88,4.94,8.98,5,8.0,18.0,8.69
HARDWARE,STANDARD,MEDIUM,SILVER,DOMESTIC,PREMIUM_SLA,50,49.56,2478.0,4,7,0,2,417.63,10.7,5.36,5.26,6,8.0,18.0,4.31
ELECTRONICS,ECONOMY,PREMIUM,SILVER,INTERNATIONAL,EXTENDED_WARRANTY,2,270.14,540.28,1,13,0,1,189.97,14.06,11.89,7.77,7,8.0,18.0,4.93
SERVICES,STANDARD,PREMIUM,PLATINUM,INTERNATIONAL,WHITE_GLOVE,10,306.32,3063.2,4,19,0,2,247.78,13.62,15.86,10.54,11,16.0,30.0,17.59
FURNITURE,PREMIUM,HIGH,GOLD,INTERNATIONAL,INSTALLATION,2,114.94,229.88,4,3,1,1,162.64,17.26,9.68,6.18,8,12.0,24.0,3.53
FURNITURE,STANDARD,HIGH,STANDARD,EUROPE,INSTALLATION,5,80.86,404.3,1,28,0,1,135.74,8.79,8.63,9.46,13,5.0,12.0,11.42
ELECTRONICS,PREMIUM,PREMIUM,SILVER,DOMESTIC,EXTENDED_WARRANTY,100,463.61,46361.0,2,12,0,1,239.59,12.83,5.93,6.43,11,8.0,18.0,3.46
INDUSTRIAL,PREMIUM,PREMIUM,PLATINUM,INTERNATIONAL,INSTALLATION,50,173.02,8651.0,1,9,0,1,238.7,20.1,16.33,8.42,6,16.0,30.0,13.52
SOFTWARE,STANDARD,HIGH,STANDARD,EUROPE,NONE,10,109.03,1090.3,1,15,0,0,0.0,1.17,6.25,7.05,6,5.0,12.0,11.24
FURNITURE,PREMIUM,PREMIUM,SILVER,DOMESTIC,WHITE_GLOVE,1,256.6,256.6,1,21,0,2,232.08,10.9,4.87,8.83,7,8.0,18.0,9.47
OFFICE_SUPPLIES,STANDARD,PREMIUM,STANDARD,DOMESTIC,EXTENDED_WARRANTY,20,243.89,4877.8,1,24,0,1,134.69,3.78,3.61,8.18,8,5.0,12.0,8.69
INDUSTRIAL,STANDARD,MEDIUM,STANDARD,EUROPE,PREMIUM_SLA,20,18.87,377.4,3,22,0,2,250.16,7.98,4.21,7.49,5,5.0,12.0,12.0
FURNITURE,ECONOMY,MEDIUM,STANDARD,DOMESTIC,WHITE_GLOVE,2,36.76,73.52,2,8,0,2,438.73,9.6,4.46,6.14,13,5.0,12.0,4.54
OFFICE_SUPPLIES,ENTERPRISE,PREMIUM,SILVER,INTERNATIONAL,INSTALLATION,100,449.96,44996.0,1,20,0,1,188.43,9.21,8.55,10.73,10,8.0,18.0,9.84
ELECTRONICS,STANDARD,PREMIUM,GOLD,EUROPE,EXTENDED_WARRANTY,50,463.26,23163.0,1,10,0,1,138.8,14.98,12.7,7.26,11,12.0,24.0,8.7
ELECTRONICS,STANDARD,PREMIUM,GOLD,INTERNATIONAL,NONE,20,158.18,3163.6,4,19,0,0,0.0,14.12,11.13,8.89,6,12.0,24.0,9.07
INDUSTRIAL,STANDARD,PREMIUM,PLATINUM,DOMESTIC,INSTALLATION,1,222.24,222.24,2,13,0,1,76.14,17.43,18.77,5.59,10,16.0,30.0,15.0
FURNITURE,STANDARD,PREMIUM,GOLD,DOMESTIC,NONE,1,201.07,201.07,2,26,0,0,0.0,16.38,12.98,5.88,5,12.0,24.0,6.34
HARDWARE,STANDARD,PREMIUM,STANDARD,EUROPE,NONE,10,300.28,3002.8,2,17,0,0,0.0,7.45,8.34,9.52,8,5.0,12.0,3.65
OFFICE_SUPPLIES,STANDARD,PREMIUM,STANDARD,DOMESTIC,NONE,5,300.4,1502.0,1,29,0,0,0.0,9.65,5.66,6.75,9,5.0,12.0,7.36
SOFTWARE,ENTERPRISE,HIGH,GOLD,INTERNATIONAL,NONE,1,65.05,65.05,2,29,0,0,0.0,9.62,10.81,7.92,4,12.0,24.0,10.07
FURNITURE,PREMIUM,PREMIUM,GOLD,DOMESTIC,NONE,10,159.55,1595.5,2,4,0,0,0.0,12.03,12.96,6.16,9,12.0,24.0,12.04
SOFTWARE,ENTERPRISE,HIGH,STANDARD,DOMESTIC,NONE,10,85.53,855.3,4,26,0,0,0.0,2.41,4.85,6.87,10,5.0,12.0,10.74
FURNITURE,STANDARD,PREMIUM,STANDARD,INTERNATIONAL,WHITE_GLOVE,10,317.71,3177.1,3,21,0,2,102.96,3.62,5.89,10.13,8,5.0,12.0,8.15
HARDWARE,ENTERPRISE,MEDIUM,SILVER,EUROPE,EXTENDED_WARRANTY,50,25.23,1261.5,2,6,0,1,153.57,8.21,7.75,8.56,5,8.0,18.0,6.98
HARDWARE,STANDARD,PREMIUM,SILVER,DOMESTIC,PREMIUM_SLA,50,406.6,20330.0,1,12,0,2,264.04,9.68,9.34,7.41,6,8.0,18.0,11.64
INDUSTRIAL,PREMIUM,PREMIUM,GOLD,DOMESTIC,PREMIUM_SLA,10,408.83,4088.3,2,20,0,2,185.14,14.71,10.8,8.7,6,12.0,24.0,18.12
INDUSTRIAL,PREMIUM,PREMIUM,STANDARD,DOMESTIC,NONE,2,427.57,855.14,2,2,1,0,0.0,1.92,6.2,9.06,6,5.0,12.0,5.77
HARDWARE,STANDARD,HIGH,GOLD,DOMESTIC,NONE,20,134.88,2697.6,2,7,0,0,0.0,14.67,8.42,7.17,5,12.0,24.0,8.87
SERVICES,PREMIUM,MEDIUM,SILVER,DOMESTIC,EXTENDED_WARRANTY,5,25.47,127.35,1,20,0,1,178.55,10.95,8.95,9.31,11,8.0,18.0,11.41
HARDWARE,STANDARD,PREMIUM,STANDARD,INTERNATIONAL,NONE,20,262.07,5241.4,2,6,0,0,0.0,8.76,3.29,6.47,6,5.0,12.0,3.0
ELECTRONICS,ENTERPRISE,PREMIUM,GOLD,EUROPE,NONE,50,434.37,21718.5,1,26,0,0,0.0,14.21,14.63,10.37,7,12.0,24.0,11.71
ELECTRONICS,PREMIUM,HIGH,PLATINUM,EUROPE,EXTENDED_WARRANTY,1,103.51,103.51,1,12,0,1,116.43,16.72,14.43,7.67,7,16.0,30.0,11.64
SERVICES,STANDARD,PREMIUM,STANDARD,DOMESTIC,NONE,10,311.59,3115.9,1,26,0,0,0.0,6.09,2.0,6.78,8,5.0,12.0,8.57
OFFICE_SUPPLIES,STANDARD,HIGH,STANDARD,EUROPE,NONE,2,101.66,203.32,2,20,0,0,0.0,4.1,4.95,7.01,7,5.0,12.0,5.95
SOFTWARE,STANDARD,PREMIUM,PLATINUM,DOMESTIC,EXTENDED_WARRANTY,20,436.18,8723.6,3,16,0,1,177.24,16.9,19.82,6.48,12,16.0,30.0,13.85
FURNITURE,ECONOMY,PREMIUM,STANDARD,EUROPE,WHITE_GLOVE,1,284.23,284.23,5,22,0,2,166.56,4.23,4.96,6.31,2,5.0,12.0,6.59
FURNITURE,STANDARD,PREMIUM,PLATINUM,DOMESTIC,WHITE_GLOVE,2,446.32,892.64,2,11,0,2,361.35,9.48,14.87,6.9,11,16.0,30.0,14.4
SERVICES,STANDARD,PREMIUM,STANDARD,EUROPE,WHITE_GLOVE,5,314.81,1574.05,1,20,0,2,148.4,8.46,2.98,9.24,6,5.0,12.0,12.0
ELECTRONICS,PREMIUM,LOW,SILVER,EUROPE,EXTENDED_WARRANTY,10,13.89,138.9,1,8,0,1,171.29,7.64,6.92,8.29,15,8.0,18.0,7.04
INDUSTRIAL,ENTERPRISE,PREMIUM,STANDARD,EUROPE,NONE,5,403.51,2017.55,3,11,0,0,0.0,5.17,5.0,7.1,12,5.0,12.0,3.84
FURNITURE,PREMIUM,MEDIUM,STANDARD,INTERNATIONAL,PREMIUM_SLA,2,27.58,55.16,1,22,0,2,146.74,1.67,5.97,9.62,7,5.0,12.0,6.69
ELECTRONICS,ECONOMY,PREMIUM,STANDARD,INTERNATIONAL,NONE,20,346.72,6934.4,1,28,0,0,0.0,4.37,7.03,9.28,9,5.0,12.0,5.3
OFFICE_SUPPLIES,ENTERPRISE,PREMIUM,SILVER,DOMESTIC,NONE,1,266.81,266.81,2,16,0,0,0.0,11.28,9.13,9.31,14,8.0,18.0,10.3
SOFTWARE,STANDARD,PREMIUM,STANDARD,EUROPE,TRAINING_AND_SUPPORT,1000,476.07,476070.0,1,27,0,1,75.33,6.43,6.03,7.56,8,5.0,12.0,12.0
OFFICE_SUPPLIES,STANDARD,HIGH,GOLD,INTERNATIONAL,NONE,1,101.17,101.17,1,29,0,0,0.0,14.46,13.24,10.01,3,12.0,24.0,9.75
SERVICES,PREMIUM,HIGH,GOLD,DOMESTIC,NONE,50,135.85,6792.5,2,16,0,0,0.0,12.78,10.34,9.58,9,12.0,24.0,17.7
HARDWARE,STANDARD,PREMIUM,GOLD,DOMESTIC,NONE,10,174.86,1748.6,4,13,0,0,0.0,13.62,14.34,9.96,9,12.0,24.0,5.08
HARDWARE,ENTERPRISE,PREMIUM,SILVER,EUROPE,EXTENDED_WARRANTY,1,183.21,183.21,2,21,0,1,70.03,4.81,4.49,6.16,10,8.0,18.0,8.29
HARDWARE,ENTERPRISE,PREMIUM,SILVER,DOMESTIC,NONE,1,270.79,270.79,5,9,0,0,0.0,7.93,7.32,9.8,11,8.0,18.0,2.78
OFFICE_SUPPLIES,PREMIUM,HIGH,GOLD,EUROPE,INSTALLATION,250,51.82,12955.0,5,29,0,1,93.6,14.31,11.3,8.81,8,12.0,24.0,15.89
FURNITURE,ENTERPRISE,PREMIUM,GOLD,INTERNATIONAL,NONE,1,225.62,225.62,1,18,0,0,0.0,14.0,10.16,7.58,8,12.0,24.0,3.87
SOFTWARE,ENTERPRISE,LOW,STANDARD,DOMESTIC,PREMIUM_SLA,20,13.08,261.6,1,9,0,2,102.64,7.44,5.08,4.75,10,5.0,12.0,10.9
HARDWARE,ECONOMY,HIGH,SILVER,DOMESTIC,NONE,1,119.03,119.03,2,22,0,0,0.0,6.92,5.01,7.42,8,8.0,18.0,8.06
SERVICES,STANDARD,PREMIUM,STANDARD,DOMESTIC,PREMIUM_SLA,50,255.39,12769.5,2,23,0,2,372.99,8.87,5.51,10.12,5,5.0,12.0,9.99
SERVICES,STANDARD,HIGH,STANDARD,EUROPE,NONE,250,53.63,13407.5,2,29,0,0,0.0,2.08,5.48,7.78,7,5.0,12.0,10.3
HARDWARE,PREMIUM,HIGH,STANDARD,DOMESTIC,INSTALLATION,10,90.49,904.9,3,27,0,1,102.26,4.26,10.0,10.37,7,5.0,12.0,7.36
HARDWARE,ECONOMY,PREMIUM,GOLD,DOMESTIC,EXTENDED_WARRANTY,2,223.84,447.68,1,12,0,1,200.69,10.42,9.88,6.95,13,12.0,24.0,7.45
SOFTWARE,ECONOMY,HIGH,STANDARD,DOMESTIC,NONE,500,53.24,26620.0,1,14,0,0,0.0,7.47,2.0,10.29,15,5.0,12.0,10.35
HARDWARE,ENTERPRISE,PREMIUM,SILVER,INTERNATIONAL,EXTENDED_WARRANTY,100,449.14,44914.0,4,12,0,1,194.99,3.98,6.93,11.29,9,8.0,18.0,8.92
SOFTWARE,STANDARD,PREMIUM,SILVER,EUROPE,EXTENDED_WARRANTY,5,380.84,1904.2,1,13,0,1,100.43,6.01,8.85,6.8,9,8.0,18.0,9.59
SERVICES,STANDARD,PREMIUM,GOLD,EUROPE,PREMIUM_SLA,5,188.49,942.45,2,13,0,2,328.12,17.43,12.14,8.45,8,12.0,24.0,11.02
HARDWARE,ECONOMY,PREMIUM,STANDARD,DOMESTIC,WHITE_GLOVE,20,242.54,4850.8,2,16,0,2,223.12,3.39,6.32,8.5,7,5.0,12.0,10.7
OFFICE_SUPPLIES,PREMIUM,PREMIUM,SILVER,INTERNATIONAL,TRAINING_AND_SUPPORT,1000,305.8,305800.0,4,6,0,1,204.52,5.55,7.36,7.35,7,8.0,18.0,11.74
INDUSTRIAL,PREMIUM,HIGH,STANDARD,EUROPE,NONE,2,136.55,273.1,2,30,0,0,0.0,12.0,6.34,9.68,5,5.0,12.0,5.36
OFFICE_SUPPLIES,STANDARD,HIGH,GOLD,DOMESTIC,INSTALLATION,1,58.53,58.53,1,13,0,1,200.28,6.19,10.59,5.42,4,12.0,24.0,12.44
SERVICES,STANDARD,PREMIUM,STANDARD,INTERNATIONAL,INSTALLATION,10,305.62,3056.2,2,26,0,1,209.8,5.28,6.61,8.21,7,5.0,12.0,10.95
SOFTWARE,PREMIUM,PREMIUM,STANDARD,DOMESTIC,EXTENDED_WARRANTY,1,312.49,312.49,1,29,0,1,203.39,2.56,5.12,8.62,7,5.0,12.0,10.35
OFFICE_SUPPLIES,STANDARD,PREMIUM,STANDARD,DOMESTIC,NONE,250,458.94,114735.0,4,11,0,0,0.0,4.4,4.58,9.1,10,5.0,12.0,7.87
SOFTWARE,PREMIUM,PREMIUM,STANDARD,DOMESTIC,NONE,1,435.24,435.24,3,19,0,0,0.0,3.22,6.63,5.11,4,5.0,12.0,7.44
OFFICE_SUPPLIES,PREMIUM,PREMIUM,STANDARD,EUROPE,INSTALLATION,2,296.27,592.54,1,29,0,1,229.29,10.76,7.26,5.23,5,5.0,12.0,10.74
OFFICE_SUPPLIES,STANDARD,MEDIUM,GOLD,DOMESTIC,EXTENDED_WARRANTY,10,38.61,386.1,1,15,0,1,108.31,11.09,7.17,6.26,8,12.0,24.0,11.82
SOFTWARE,ENTERPRISE,HIGH,STANDARD,EUROPE,WHITE_GLOVE,20,92.85,1857.0,3,11,0,2,430.61,9.8,4.45,7.78,7,5.0,12.0,12.0
FURNITURE,ENTERPRISE,HIGH,GOLD,DOMESTIC,PREMIUM_SLA,1,144.4,144.4,3,21,0,2,379.89,10.93,16.67,6.94,6,12.0,24.0,10.97
OFFICE_SUPPLIES,ENTERPRISE,PREMIUM,SILVER,DOMESTIC,INSTALLATION,5,305.58,1527.9,1,16,0,1,63.61,3.66,8.48,10.22,12,8.0,18.0,8.13
HARDWARE,STANDARD,PREMIUM,STANDARD,INTERNATIONAL,NONE,50,237.11,11855.5,1,8,0,0,0.0,7.52,5.46,8.43,10,5.0,12.0,3.03
INDUSTRIAL,PREMIUM,PREMIUM,STANDARD,EUROPE,INSTALLATION,2,159.18,318.36,4,9,0,1,92.31,3.88,3.11,11.11,7,5.0,12.0,4.25
SERVICES,PREMIUM,PREMIUM,STANDARD,DOMESTIC,NONE,20,332.84,6656.8,3,5,0,0,0.0,4.53,4.44,9.91,5,5.0,12.0,10.71
FURNITURE,PREMIUM,PREMIUM,STANDARD,EUROPE,NONE,20,238.69,4773.8,1,29,0,0,0.0,6.97,5.87,7.87,4,5.0,12.0,7.16
SOFTWARE,ENTERPRISE,PREMIUM,GOLD,DOMESTIC,EXTENDED_WARRANTY,1,416.86,416.86,1,12,0,1,157.5,12.66,13.19,6.34,9,12.0,24.0,10.08
FURNITURE,ECONOMY,PREMIUM,GOLD,EUROPE,NONE,1,192.69,192.69,1,6,0,0,0.0,13.88,13.63,8.18,14,12.0,24.0,9.52
ELECTRONICS,STANDARD,PREMIUM,STANDARD,DOMESTIC,NONE,2,325.22,650.44,2,15,0,0,0.0,3.79,2.21,10.08,5,5.0,12.0,2.97
ELECTRONICS,STANDARD,PREMIUM,SILVER,DOMESTIC,NONE,500,403.95,201975.0,1,25,0,0,0.0,9.61,8.82,10.1,8,8.0,18.0,9.62
OFFICE_SUPPLIES,ECONOMY,PREMIUM,STANDARD,EUROPE,NONE,1,216.66,216.66,1,2,1,0,0.0,2.73,2.26,8.93,15,5.0,12.0,1.0
OFFICE_SUPPLIES,STANDARD,PREMIUM,STANDARD,DOMESTIC,INSTALLATION,10,463.92,4639.2,1,17,0,1,193.4,3.21,6.07,7.86,8,5.0,12.0,8.49
HARDWARE,STANDARD,PREMIUM,PLATINUM,DOMESTIC,TRAINING_AND_SUPPORT,20,279.61,5592.2,1,4,0,1,202.55,19.42,14.59,6.8,8,16.0,30.0,8.95
INDUSTRIAL,PREMIUM,HIGH,GOLD,DOMESTIC,TRAINING_AND_SUPPORT,10,87.46,874.6,5,1,1,1,118.66,11.63,13.57,6.47,7,12.0,24.0,9.36
SERVICES,ECONOMY,PREMIUM,STANDARD,EUROPE,NONE,1,315.09,315.09,2,12,0,0,0.0,5.86,2.0,5.54,12,5.0,12.0,4.36
FURNITURE,ECONOMY,PREMIUM,GOLD,DOMESTIC,NONE,250,339.52,84880.0,2,18,0,0,0.0,10.08,14.08,8.29,5,12.0,24.0,12.24
ELECTRONICS,STANDARD,PREMIUM,STANDARD,DOMESTIC,TRAINING_AND_SUPPORT,2,473.21,946.42,3,5,0,1,79.14,10.67,2.31,9.94,5,5.0,12.0,1.31
OFFICE_SUPPLIES,PREMIUM,HIGH,GOLD,EUROPE,EXTENDED_WARRANTY,5,134.4,672.0,1,9,0,1,104.71,11.79,10.77,6.99,9,12.0,24.0,9.42
SERVICES,ENTERPRISE,PREMIUM,PLATINUM,INTERNATIONAL,NONE,20,436.78,8735.6,4,26,0,0,0.0,19.8,12.86,6.65,10,16.0,30.0,17.14
FURNITURE,STANDARD,PREMIUM,STANDARD,DOMESTIC,EXTENDED_WARRANTY,50,257.46,12873.0,3,28,0,1,160.07,7.36,6.82,8.98,7,5.0,12.0,10.13
OFFICE_SUPPLIES,PREMIUM,PREMIUM,STANDARD,EUROPE,NONE,2,322.39,644.78,1,5,0,0,0.0,4.13,4.23,4.23,9,5.0,12.0,1.93
OFFICE_SUPPLIES,STANDARD,HIGH,PLATINUM,DOMESTIC,EXTENDED_WARRANTY,5,106.41,532.05,5,4,0,1,178.25,18.79,15.1,5.85,6,16.0,30.0,8.62
ELECTRONICS,ECONOMY,PREMIUM,STANDARD,DOMESTIC,EXTENDED_WARRANTY,10,412.38,4123.8,3,13,0,1,189.09,1.38,9.14,10.62,11,5.0,12.0,4.04
ELECTRONICS,STANDARD,PREMIUM,SILVER,EUROPE,EXTENDED_WARRANTY,2,335.98,671.96,2,18,0,1,62.52,4.41,7.62,9.54,8,8.0,18.0,1.66
OFFICE_SUPPLIES,ENTERPRISE,MEDIUM,STANDARD,EUROPE,WHITE_GLOVE,50,26.93,1346.5,1,4,0,2,317.44,11.02,7.26,8.86,6,5.0,12.0,7.99
SOFTWARE,PREMIUM,HIGH,GOLD,DOMESTIC,NONE,1,72.15,72.15,4,28,0,0,0.0,14.97,13.05,8.29,12,12.0,24.0,10.16
OFFICE_SUPPLIES,PREMIUM,HIGH,STANDARD,INTERNATIONAL,EXTENDED_WARRANTY,5,89.1,445.5,3,25,0,1,168.91,9.36,5.36,8.08,4,5.0,12.0,7.55
SERVICES,ECONOMY,PREMIUM,SILVER,DOMESTIC,NONE,1,280.08,280.08,1,11,0,0,0.0,6.94,5.71,8.79,17,8.0,18.0,4.83
OFFICE_SUPPLIES,STANDARD,MEDIUM,GOLD,DOMESTIC,NONE,2,45.88,91.76,1,25,0,0,0.0,15.98,12.15,6.9,14,12.0,24.0,11.61
HARDWARE,PREMIUM,PREMIUM,PLATINUM,DOMESTIC,NONE,2,225.67,451.34,2,29,0,0,0.0,14.61,17.97,5.16,9,16.0,30.0,7.58
INDUSTRIAL,ENTERPRISE,PREMIUM,STANDARD,EUROPE,WHITE_GLOVE,20,166.47,3329.4,3,6,0,2,143.83,1.38,7.91,9.52,7,5.0,12.0,12.0
HARDWARE,PREMIUM,PREMIUM,STANDARD,DOMESTIC,WHITE_GLOVE,20,224.73,4494.6,2,21,0,2,165.8,2.76,7.39,8.33,4,5.0,12.0,9.66
HARDWARE,PREMIUM,PREMIUM,GOLD,DOMESTIC,PREMIUM_SLA,1,430.26,430.26,2,18,0,2,381.91,12.11,13.85,4.99,11,12.0,24.0,10.18
SOFTWARE,PREMIUM,PREMIUM,STANDARD,DOMESTIC,INSTALLATION,5,153.74,768.7,4,12,0,1,91.82,3.46,3.6,8.86,7,5.0,12.0,10.42
